ID,Education,Marital_Status,age,Income,Childern_count,NumWebVisitsMonth,Complain,RFM_Score,Customer_segment,Campaign_1_Status,Campaign_2_Status,Campaign_3_Status,Campaign_4_Status,Campaign_5_Status,Response
10451,Graduation,Married,49,29672.0,2,6,0,0.84,Lost Customers,0,0,0,0,0,0
2926,Master,Married,62,55951.0,1,8,0,3.82,Medium Value Customer,0,1,0,1,0,0
2874,Others,Divorced,26,35388.0,1,7,0,1.0,Lost Customers,0,0,0,0,0,0
9738,Master,Married,28,42386.0,1,8,0,1.34,Lost Customers,0,0,0,0,0,0
7119,Graduation,Single,32,68627.0,0,1,0,2.19,Low Value Customers,0,0,0,0,0,0
3924,PhD,Divorced,49,57912.0,1,5,0,4.58,Top Customers,0,0,0,1,0,0
5827,Graduation,Divorced,56,35246.0,2,5,0,1.99,Low Value Customers,0,0,0,0,0,0
5596,Others,Married,58,58821.0,1,6,0,3.61,Medium Value Customer,0,0,0,0,0,0
10812,PhD,Married,36,46377.0,1,4,0,0.99,Lost Customers,0,0,0,0,0,0
1717,Graduation,Single,26,39747.0,1,8,0,2.31,Low Value Customers,0,0,0,0,0,0
9491,Graduation,Married,30,23976.0,1,7,0,1.74,Low Value Customers,0,0,0,0,0,0
9274,Master,Married,53,80950.0,0,2,0,3.96,Medium Value Customer,1,0,0,0,0,0
6609,Graduation,Widow,48,27038.0,0,9,0,1.18,Lost Customers,0,0,0,0,0,1
6963,Graduation,Single,67,77457.0,0,1,0,2.76,Low Value Customers,0,0,0,0,1,0
4440,Master,Married,50,64100.0,1,7,0,2.7,Low Value Customers,0,0,0,1,0,0
1379,Master,Married,22,42670.0,0,4,0,2.3,Low Value Customers,0,0,0,0,0,0
10032,Graduation,Divorced,38,12571.0,1,6,0,1.74,Low Value Customers,0,0,0,0,0,0
2826,Graduation,Married,47,22574.0,3,7,0,1.45,Lost Customers,0,0,0,0,0,0
2437,Graduation,Married,25,,0,3,0,3.91,Medium Value Customer,1,0,0,1,0,0
6320,Master,Single,38,70893.0,0,3,0,3.97,Medium Value Customer,0,0,0,0,0,0
3050,Graduation,Married,48,54198.0,2,4,0,2.91,Low Value Customers,0,0,0,0,0,0
231,Master,Married,58,28839.0,2,5,0,1.01,Lost Customers,0,0,0,0,0,0
2392,Graduation,Married,42,40321.0,2,7,0,1.45,Lost Customers,0,0,0,0,0,0
9478,Graduation,Single,29,66503.0,1,3,0,2.61,Low Value Customers,0,0,0,0,0,0
113,Graduation,Married,63,30833.0,2,5,0,1.15,Lost Customers,0,0,0,0,0,0
2863,Graduation,Single,44,,3,7,0,3.43,Medium Value Customer,1,0,0,1,0,0
1802,Graduation,Married,43,64795.0,1,2,0,3.77,Medium Value Customer,0,0,0,0,0,0
520,Graduation,Married,40,34421.0,1,7,0,0.28,Lost Customers,0,0,0,0,0,0
8275,PhD,Divorced,49,47025.0,2,7,0,0.84,Lost Customers,0,0,0,0,0,0
9750,PhD,Divorced,53,64325.0,1,7,0,3.98,Medium Value Customer,0,0,0,0,0,0
2607,Graduation,Single,61,40464.0,1,8,0,3.84,Medium Value Customer,0,0,0,0,0,0
7214,Graduation,Married,57,62187.0,0,3,0,3.04,Medium Value Customer,0,0,0,0,0,0
5835,PhD,Divorced,38,14849.0,1,8,0,1.78,Low Value Customers,0,0,0,0,0,0
3896,Graduation,Married,30,27255.0,1,7,0,1.13,Lost Customers,0,0,0,0,0,0
10350,PhD,Married,64,54432.0,3,4,0,0.87,Lost Customers,0,0,0,0,0,0
7786,PhD,Single,28,29999.0,1,8,0,2.36,Low Value Customers,0,0,0,0,0,0
2861,Graduation,Single,31,24072.0,1,8,0,0.3,Lost Customers,0,0,0,0,0,0
663,PhD,Single,25,33996.0,0,4,0,1.06,Lost Customers,0,0,0,0,0,0
10675,PhD,Married,58,66334.0,1,5,0,2.95,Low Value Customers,0,0,0,0,0,1
2521,Master,Married,43,35178.0,1,7,0,1.07,Lost Customers,0,0,1,0,0,1
9592,Graduation,Married,31,22010.0,1,8,0,1.28,Lost Customers,0,0,0,0,0,0
10151,Graduation,Divorced,54,62204.0,2,3,0,3.83,Medium Value Customer,0,0,0,0,0,0
7381,Graduation,Divorced,46,75693.0,0,4,0,4.04,High value Customer,1,0,0,1,1,1
4099,Graduation,Married,42,30675.0,1,8,0,1.04,Lost Customers,0,0,0,0,0,0
9560,Graduation,Married,49,83003.0,0,3,0,3.98,Medium Value Customer,0,0,0,0,1,1
1150,PhD,Married,115,83532.0,0,1,0,2.57,Low Value Customers,0,0,0,0,1,0
10172,Graduation,Single,26,68655.0,0,3,0,3.22,Medium Value Customer,0,0,0,0,0,0
11191,Graduation,Divorced,28,41411.0,0,6,0,1.81,Low Value Customers,0,0,0,0,0,0
9707,PhD,Married,45,55212.0,1,8,0,3.27,Medium Value Customer,0,1,0,1,0,0
6245,PhD,Married,64,59292.0,1,3,0,2.87,Low Value Customers,0,0,0,0,0,0
8234,Others,Married,41,27190.0,1,8,0,0.79,Lost Customers,0,0,1,0,0,1
1411,Graduation,Divorced,62,82623.0,0,1,0,2.57,Low Value Customers,0,0,0,0,0,0
8553,Graduation,Married,49,44300.0,2,6,0,0.91,Lost Customers,0,0,0,0,0,0
1826,Graduation,Divorced,44,84835.0,0,1,0,2.85,Low Value Customers,0,0,0,0,0,1
8842,Graduation,Widow,43,30372.0,2,7,0,1.64,Low Value Customers,0,0,0,0,0,0
11030,Master,Married,38,33181.0,1,6,0,0.21,Lost Customers,0,0,1,0,0,0
2579,Graduation,Married,57,71113.0,1,4,0,3.95,Medium Value Customer,0,0,0,0,0,0
175,Graduation,Married,28,71952.0,1,4,0,3.42,Medium Value Customer,0,0,1,0,1,0
9185,PhD,Single,48,69759.0,0,3,0,3.11,Medium Value Customer,0,0,0,0,0,1
11056,Graduation,Married,40,72099.0,0,1,0,3.27,Medium Value Customer,0,0,0,0,0,0
9365,PhD,Single,38,60000.0,1,6,0,3.99,Medium Value Customer,0,0,0,0,0,0
6201,Graduation,Single,36,38643.0,2,7,1,1.33,Lost Customers,0,0,0,0,0,0
2061,Graduation,Married,59,50737.0,1,6,0,1.2,Lost Customers,0,0,0,1,0,0
6184,PhD,Married,45,68462.0,0,1,0,2.8,Low Value Customers,0,0,0,0,0,0
6142,Master,Married,71,65073.0,0,2,1,2.23,Low Value Customers,0,0,0,0,0,0
4107,PhD,Married,66,46681.0,2,5,0,2.62,Low Value Customers,0,0,0,0,0,0
7274,Graduation,Married,57,78618.0,0,2,0,3.46,Medium Value Customer,0,0,0,1,0,0
9336,PhD,Widow,45,62187.0,1,4,0,3.65,Medium Value Customer,0,0,0,0,0,0
2958,Graduation,Married,36,28442.0,2,4,0,1.85,Low Value Customers,0,0,0,0,0,0
933,PhD,Married,36,37717.0,1,9,0,0.65,Lost Customers,0,0,0,0,0,0
5837,Graduation,Married,47,51479.0,2,7,0,3.61,Medium Value Customer,0,0,0,0,0,0
10704,Graduation,Single,45,54803.0,1,4,0,3.08,Medium Value Customer,0,0,0,0,0,0
5125,Graduation,Married,54,79530.0,0,2,0,4.19,High value Customer,0,0,0,0,0,0
4432,Graduation,Divorced,38,31615.0,1,7,0,1.04,Lost Customers,0,0,0,0,0,0
5955,Graduation,Married,52,72025.0,0,3,0,2.81,Low Value Customers,0,0,0,0,0,0
2928,PhD,Single,39,52614.0,1,8,0,2.54,Low Value Customers,0,0,0,0,0,0
5680,Others,Married,30,35684.0,1,6,0,0.65,Lost Customers,0,0,0,0,0,0
10313,Graduation,Married,39,48178.0,2,8,0,2.49,Low Value Customers,0,0,0,0,0,0
2557,Master,Single,44,29548.0,1,4,0,0.76,Lost Customers,0,0,1,0,0,0
1245,Graduation,Single,48,63810.0,1,8,0,3.96,Medium Value Customer,0,0,0,1,0,0
1519,PhD,Single,42,38578.0,2,8,0,2.06,Low Value Customers,0,0,0,0,0,1
10703,Master,Single,39,46098.0,2,8,0,1.74,Low Value Customers,0,0,0,0,0,0
1726,Graduation,Single,44,22585.0,0,9,0,0.98,Lost Customers,0,0,1,0,0,1
4459,Graduation,Single,25,30279.0,1,8,0,1.05,Lost Customers,0,0,0,0,0,0
1729,PhD,Married,53,66426.0,1,6,0,3.65,Medium Value Customer,0,0,0,0,0,0
1517,Graduation,Single,45,30822.0,1,7,0,0.46,Lost Customers,0,0,0,0,0,0
2098,PhD,Married,45,33581.0,2,8,0,0.6,Lost Customers,0,0,0,0,0,0
9543,Graduation,Married,29,19986.0,1,7,0,0.33,Lost Customers,0,0,0,0,0,0
6878,Graduation,Widow,60,27421.0,0,7,0,2.61,Low Value Customers,0,0,0,0,0,0
3310,Others,Married,41,35688.0,3,8,0,2.3,Low Value Customers,0,0,0,0,0,0
2724,Master,Single,33,36143.0,1,3,0,0.64,Lost Customers,0,0,0,0,0,0
948,Graduation,Single,43,10245.0,1,5,0,1.65,Low Value Customers,0,0,0,0,0,0
6720,Master,Married,46,43795.0,1,7,0,3.13,Medium Value Customer,0,0,0,1,0,1
6202,Graduation,Married,54,63381.0,1,2,0,4.08,High value Customer,0,0,0,0,0,0
2066,Graduation,Married,65,38823.0,1,6,0,1.24,Lost Customers,0,0,0,0,0,0
9799,PhD,Divorced,46,83664.0,2,5,0,3.14,Medium Value Customer,0,0,0,0,0,0
8318,Graduation,Married,35,90300.0,0,1,0,3.52,Medium Value Customer,0,0,0,0,1,0
5642,Master,Married,35,62499.0,1,4,0,2.52,Low Value Customers,0,0,0,0,0,0
2669,Graduation,Single,21,74293.0,0,2,0,2.51,Low Value Customers,0,0,0,0,0,0
455,PhD,Married,68,51012.0,0,6,0,1.6,Lost Customers,0,0,0,0,0,0
7683,Master,Married,46,70777.0,1,3,0,3.69,Medium Value Customer,0,0,0,0,0,0
3428,PhD,Married,23,68682.0,0,2,0,4.0,Medium Value Customer,0,0,0,0,0,0
7414,Graduation,Married,43,43824.0,2,8,0,2.39,Low Value Customers,0,0,0,0,0,0
6354,Graduation,Married,30,15345.0,1,8,0,1.02,Lost Customers,0,0,0,0,0,1
798,Graduation,Single,27,23442.0,1,7,0,0.62,Lost Customers,0,0,0,0,0,0
8213,Others,Married,34,14515.0,1,7,0,1.86,Low Value Customers,0,0,0,0,0,1
2488,Others,Divorced,58,31395.0,2,6,0,1.65,Low Value Customers,0,0,0,0,0,0
9999,Graduation,Married,49,75276.0,0,5,0,4.27,High value Customer,0,0,0,0,0,0
7617,Graduation,Single,40,42373.0,2,5,0,2.0,Low Value Customers,0,0,0,0,0,0
615,Graduation,Married,54,30507.0,0,7,0,2.17,Low Value Customers,0,0,0,0,0,0
2552,PhD,Single,59,55521.0,3,7,0,4.34,High value Customer,0,0,0,1,0,1
194,Graduation,Married,49,48006.0,2,6,0,0.73,Lost Customers,0,0,0,0,0,0
3645,PhD,Single,42,27213.0,1,8,0,1.94,Low Value Customers,0,0,0,0,0,1
8890,PhD,Divorced,43,65808.0,2,6,0,2.72,Low Value Customers,0,0,0,0,0,0
5049,PhD,Married,40,30351.0,1,9,0,1.26,Lost Customers,0,0,0,0,0,0
9973,Graduation,Married,51,50437.0,2,7,0,3.36,Medium Value Customer,0,0,0,0,0,0
7301,Others,Single,32,23616.0,1,8,0,1.32,Lost Customers,0,0,0,0,0,1
10882,Graduation,Married,38,53858.0,1,4,0,2.84,Low Value Customers,0,0,0,0,0,0
7030,PhD,Married,59,66465.0,1,6,0,4.98,Top Customers,1,0,0,0,0,0
7422,Graduation,Single,27,46923.0,1,7,0,2.33,Low Value Customers,0,0,0,0,0,0
3523,Graduation,Married,52,75072.0,1,3,0,2.95,Low Value Customers,0,0,0,0,0,0
7106,PhD,Married,71,75865.0,0,1,0,3.02,Medium Value Customer,0,0,0,0,0,0
6504,Others,Married,39,19789.0,1,5,0,1.9,Low Value Customers,0,0,1,0,0,0
5067,Graduation,Married,20,80134.0,0,5,0,3.85,Medium Value Customer,1,1,0,1,1,0
4216,Graduation,Single,33,91065.0,0,3,0,4.42,High value Customer,1,0,0,0,1,1
8581,Master,Married,43,49505.0,2,8,0,4.86,Top Customers,0,0,0,0,0,0
5929,PhD,Married,41,37401.0,1,7,0,1.55,Lost Customers,0,0,0,0,0,0
3129,Graduation,Married,31,30096.0,1,6,0,1.17,Lost Customers,0,0,0,0,0,0
6528,Master,Married,32,18492.0,1,8,0,0.33,Lost Customers,0,0,0,0,0,0
1361,Master,Married,40,82584.0,0,1,0,2.82,Low Value Customers,0,0,0,1,1,1
6932,PhD,Married,73,93027.0,0,2,0,3.54,Medium Value Customer,0,0,0,0,1,0
7284,Graduation,Married,61,48686.0,3,8,0,0.83,Lost Customers,0,0,0,0,0,0
1340,Graduation,Married,28,92910.0,0,1,0,4.46,High value Customer,1,0,0,1,1,0
8746,Graduation,Married,25,75433.0,1,6,0,3.36,Medium Value Customer,1,0,0,1,0,0
5987,Others,Married,25,10404.0,1,5,0,1.27,Lost Customers,0,0,0,0,0,0
3767,Graduation,Married,46,61314.0,1,3,0,4.42,High value Customer,0,0,0,0,0,0
3725,PhD,Single,53,84865.0,0,4,0,3.01,Medium Value Customer,1,1,0,1,1,1
4324,Graduation,Married,25,42387.0,1,8,0,3.62,Medium Value Customer,0,0,0,0,0,0
238,Others,Married,47,67309.0,2,7,0,4.42,High value Customer,0,0,0,0,0,0
6694,Graduation,Married,50,75236.0,1,4,0,4.34,High value Customer,0,0,0,0,0,0
498,Graduation,Single,44,30015.0,1,5,0,1.45,Lost Customers,0,0,0,0,0,0
9347,Master,Married,58,50943.0,1,5,0,0.78,Lost Customers,0,0,0,0,0,0
9699,Graduation,Divorced,48,67272.0,1,5,0,4.2,High value Customer,0,0,0,0,0,0
10664,Master,Widow,65,51529.0,1,8,0,3.11,Medium Value Customer,0,0,0,0,0,0
5455,PhD,Married,43,32011.0,1,7,0,1.58,Lost Customers,0,0,0,0,0,0
456,Others,Married,28,7500.0,1,8,0,0.94,Lost Customers,0,0,0,0,0,0
5012,Graduation,Married,25,28691.0,1,8,0,0.72,Lost Customers,0,0,0,0,0,0
7495,PhD,Married,66,56223.0,1,4,0,1.71,Low Value Customers,0,0,0,0,0,0
5029,Graduation,Married,68,18100.0,0,5,0,0.78,Lost Customers,0,0,0,0,0,0
10642,Graduation,Single,25,30279.0,1,8,0,1.05,Lost Customers,0,0,0,0,0,0
2106,Others,Married,40,20130.0,0,8,0,0.41,Lost Customers,0,0,0,0,0,0
10364,Graduation,Divorced,55,23295.0,0,8,0,0.35,Lost Customers,0,0,0,0,0,0
5954,Master,Divorced,42,42618.0,1,8,0,1.7,Low Value Customers,0,0,0,0,0,0
1137,Graduation,Single,50,81246.0,0,1,0,2.56,Low Value Customers,1,0,1,0,0,0
2541,Graduation,Married,38,24027.0,1,8,0,1.61,Low Value Customers,0,0,0,0,0,0
1142,PhD,Married,61,55707.0,1,3,0,2.33,Low Value Customers,0,0,0,0,0,0
2276,Graduation,Single,59,57959.0,1,3,0,4.24,High value Customer,0,0,0,0,0,0
2807,Graduation,Married,45,56796.0,1,7,0,4.59,Top Customers,0,0,0,0,0,0
6471,Master,Single,43,36230.0,1,5,0,1.53,Lost Customers,0,0,0,0,0,0
6131,Others,Married,34,70829.0,2,3,0,2.35,Low Value Customers,0,0,0,0,0,0
6233,Graduation,Married,38,65991.0,1,7,0,4.61,Top Customers,0,0,0,0,0,0
4148,Graduation,Married,42,38988.0,3,8,0,2.9,Low Value Customers,0,0,0,0,0,0
4947,Others,Single,48,89572.0,0,4,0,4.1,High value Customer,1,0,0,1,0,1
3225,Master,Married,30,42207.0,1,6,0,2.19,Low Value Customers,0,0,1,0,0,1
7540,Graduation,Married,62,50300.0,1,2,0,2.24,Low Value Customers,0,0,0,0,0,0
10648,Others,Married,32,66664.0,0,3,0,2.99,Low Value Customers,0,0,0,0,0,0
1992,Graduation,Married,50,60597.0,1,7,0,3.0,Low Value Customers,1,0,0,0,0,1
7851,Graduation,Widow,65,70165.0,0,1,0,3.66,Medium Value Customer,0,0,0,0,0,0
8594,PhD,Widow,56,50520.0,1,6,0,1.89,Low Value Customers,0,0,0,0,0,0
7059,Graduation,Married,51,80124.0,0,1,0,3.23,Medium Value Customer,0,0,1,0,0,0
2815,Graduation,Married,39,33183.0,1,7,0,1.74,Low Value Customers,0,0,0,0,0,0
2416,PhD,Single,45,66582.0,0,1,0,3.13,Medium Value Customer,0,0,0,0,0,0
7999,PhD,Married,59,75261.0,0,2,0,3.09,Medium Value Customer,0,0,0,1,1,1
9213,Graduation,Widow,44,31880.0,1,8,0,0.79,Lost Customers,0,0,0,0,0,0
9697,Graduation,Married,63,53790.0,2,6,0,3.11,Medium Value Customer,0,0,0,0,0,0
3916,PhD,Married,43,49269.0,1,7,0,3.85,Medium Value Customer,0,0,0,0,0,0
2021,Graduation,Married,39,61456.0,1,4,0,4.63,Top Customers,0,0,0,0,0,0
1581,Graduation,Married,34,37406.0,1,8,0,0.76,Lost Customers,0,0,0,0,0,1
564,PhD,Married,33,56937.0,1,6,0,4.31,High value Customer,0,0,0,1,0,1
6619,Graduation,Married,36,38415.0,2,7,0,0.72,Lost Customers,0,0,0,0,0,0
9081,Graduation,Single,26,20518.0,1,5,0,0.71,Lost Customers,0,0,0,0,0,0
178,Graduation,Married,58,62503.0,1,5,0,4.37,High value Customer,0,0,0,0,0,0
916,PhD,Single,42,41644.0,2,3,0,0.9,Lost Customers,0,0,0,0,0,0
5512,Master,Married,37,55842.0,1,5,0,3.08,Medium Value Customer,0,0,0,0,0,0
8970,PhD,Married,42,62010.0,1,5,0,2.87,Low Value Customers,0,0,0,0,0,0
10581,Graduation,Married,37,41124.0,1,8,0,3.63,Medium Value Customer,0,0,0,0,0,0
5300,Master,Married,41,38961.0,1,7,0,0.95,Lost Customers,0,0,0,0,0,0
5154,Master,Divorced,42,37760.0,1,6,0,1.0,Lost Customers,0,0,0,0,0,0
8346,Graduation,Single,40,32233.0,1,9,0,2.33,Low Value Customers,0,0,1,0,0,1
1676,Graduation,Married,39,43057.0,1,5,0,2.61,Low Value Customers,0,0,0,0,0,0
9286,Master,Married,54,83151.0,0,3,0,2.87,Low Value Customers,0,0,0,0,0,0
2426,PhD,Divorced,50,78825.0,0,3,0,4.63,Top Customers,0,0,0,0,0,1
5172,Master,Married,38,65104.0,1,7,0,3.18,Medium Value Customer,0,0,0,0,0,0
5562,Graduation,Married,40,60093.0,1,6,0,3.25,Medium Value Customer,0,0,0,0,0,0
3436,Graduation,Married,45,14045.0,1,7,0,0.97,Lost Customers,0,0,0,0,0,0
3921,Others,Widow,62,28457.0,0,8,0,1.53,Lost Customers,0,0,0,0,0,0
3403,PhD,Married,56,78952.0,1,6,0,3.85,Medium Value Customer,0,0,0,0,0,0
22,Graduation,Divorced,38,46310.0,1,8,0,1.98,Low Value Customers,0,0,0,0,0,0
10965,Graduation,Married,59,76005.0,0,6,0,3.58,Medium Value Customer,1,0,0,0,0,0
9426,Master,Single,50,58308.0,1,8,0,2.27,Low Value Customers,0,0,0,0,0,0
6605,PhD,Divorced,70,55614.0,0,7,0,3.12,Medium Value Customer,0,0,0,1,0,0
3136,Master,Divorced,52,59432.0,1,5,0,3.45,Medium Value Customer,0,0,0,0,0,0
8737,Graduation,Divorced,36,55563.0,1,3,0,1.24,Lost Customers,0,0,0,0,0,0
11088,PhD,Married,43,78642.0,1,6,0,2.78,Low Value Customers,0,0,0,0,0,0
716,PhD,Married,65,67911.0,1,3,0,4.3,High value Customer,0,0,0,0,0,0
466,Graduation,Married,70,65275.0,0,2,0,3.87,Medium Value Customer,0,0,0,0,0,0
9135,Graduation,Married,64,27203.0,2,8,0,0.71,Lost Customers,0,0,0,0,0,0
10623,Master,Married,53,48330.0,1,5,0,1.13,Lost Customers,0,0,0,0,0,0
8151,Others,Married,24,24279.0,0,8,0,2.03,Low Value Customers,0,0,0,0,0,0
5140,PhD,Married,29,64355.0,1,8,0,3.44,Medium Value Customer,0,0,0,0,0,0
10160,Master,Married,58,50943.0,1,5,0,0.78,Lost Customers,0,0,0,0,0,0
4945,Graduation,Widow,61,53653.0,0,6,0,4.62,Top Customers,0,0,0,0,0,0
10584,Graduation,Married,38,65665.0,1,3,0,3.85,Medium Value Customer,0,0,0,0,0,0
6071,Graduation,Single,25,81217.0,0,1,0,3.54,Medium Value Customer,0,0,0,0,0,0
3386,Graduation,Married,22,34935.0,0,7,0,1.36,Lost Customers,0,0,0,0,0,0
8939,Graduation,Divorced,55,61250.0,1,5,0,4.18,High value Customer,0,0,0,0,0,0
9925,PhD,Married,33,39665.0,1,7,0,1.79,Low Value Customers,0,0,1,0,0,0
4320,Graduation,Single,35,60152.0,1,3,0,4.24,High value Customer,0,0,0,0,0,0
5389,Graduation,Married,50,48920.0,2,7,0,2.31,Low Value Customers,0,0,0,1,0,0
6036,Master,Married,55,89120.0,0,1,0,2.99,Low Value Customers,0,0,0,0,1,0
182,PhD,Married,68,44124.0,1,8,0,2.75,Low Value Customers,0,0,0,0,0,0
203,Master,Single,39,81169.0,0,2,0,3.77,Medium Value Customer,0,0,0,0,0,0
11025,Graduation,Married,53,36443.0,2,8,0,2.32,Low Value Customers,0,0,0,0,0,0
10203,Graduation,Single,24,26095.0,1,7,0,0.57,Lost Customers,0,0,0,0,0,0
4607,Graduation,Married,55,71367.0,0,2,0,3.04,Medium Value Customer,0,0,0,0,0,0
3711,Master,Married,70,80184.0,0,3,0,3.62,Medium Value Customer,1,0,0,0,1,0
3696,Graduation,Divorced,49,30630.0,2,7,0,1.16,Lost Customers,0,0,0,0,0,0
2532,Master,Single,27,73454.0,0,5,0,1.91,Low Value Customers,0,0,1,0,0,0
9214,Graduation,Married,23,42691.0,0,5,0,2.27,Low Value Customers,0,0,0,0,0,0
4943,Graduation,Married,61,70503.0,0,6,0,2.46,Low Value Customers,0,0,0,1,1,0
35,Graduation,Married,27,25545.0,1,6,0,1.99,Low Value Customers,0,0,0,0,0,1
2258,Graduation,Married,28,32880.0,1,8,0,0.58,Lost Customers,0,0,0,0,0,0
4322,PhD,Married,56,77863.0,0,2,0,3.61,Medium Value Customer,0,0,0,0,0,0
713,Master,Married,37,50353.0,0,3,0,2.3,Low Value Customers,0,0,0,0,0,0
4702,Graduation,Single,50,61839.0,0,8,0,3.07,Medium Value Customer,0,0,0,0,0,0
3281,PhD,Married,54,49154.0,2,6,0,3.05,Medium Value Customer,0,0,0,0,0,0
702,Others,Widow,39,47682.0,1,5,0,2.97,Low Value Customers,0,0,0,0,0,0
2004,Graduation,Single,45,72679.0,1,1,0,2.73,Low Value Customers,0,0,0,0,0,0
4769,Master,Married,37,57954.0,2,7,0,3.9,Medium Value Customer,0,0,0,1,0,0
4437,Graduation,Married,52,65316.0,2,4,0,2.03,Low Value Customers,0,0,0,0,0,0
8724,Graduation,Single,32,28567.0,1,6,0,1.23,Lost Customers,0,0,0,0,0,0
10741,Master,Married,63,47352.0,1,7,0,2.49,Low Value Customers,0,0,0,0,0,0
1991,Graduation,Married,47,44931.0,1,5,0,1.66,Low Value Customers,0,0,0,0,0,0
6931,Graduation,Divorced,47,76982.0,0,4,0,2.87,Low Value Customers,0,0,0,0,1,1
11096,Others,Married,62,57247.0,1,2,0,2.15,Low Value Customers,0,0,0,0,0,0
304,Master,Single,33,22944.0,1,7,0,1.57,Lost Customers,0,0,0,0,0,0
3665,Others,Married,37,25315.0,1,8,0,1.74,Low Value Customers,0,0,0,0,0,0
10591,Graduation,Widow,45,43638.0,1,7,0,2.11,Low Value Customers,0,0,0,0,0,0
5036,PhD,Single,30,42710.0,1,6,0,2.44,Low Value Customers,0,0,0,0,0,0
5547,PhD,Married,32,84169.0,0,3,0,3.69,Medium Value Customer,0,0,0,1,1,1
7822,Graduation,Married,38,54058.0,1,3,0,3.33,Medium Value Customer,0,0,0,0,0,0
8541,Others,Married,24,24683.0,1,5,0,1.15,Lost Customers,0,0,0,0,0,0
10955,Graduation,Widow,50,85620.0,0,1,0,2.21,Low Value Customers,0,0,0,0,0,1
4368,Graduation,Married,34,47850.0,1,6,0,1.35,Lost Customers,0,0,0,0,0,0
9671,Graduation,Married,46,19514.0,2,8,0,1.9,Low Value Customers,0,0,1,0,0,1
2256,Master,Married,41,27159.0,2,6,0,1.15,Lost Customers,0,0,0,0,0,0
4279,Others,Single,51,39548.0,2,3,0,1.0,Lost Customers,0,0,0,0,0,0
5371,Graduation,Single,25,21474.0,1,7,0,1.9,Low Value Customers,0,0,1,0,0,1
9240,PhD,Single,43,60504.0,1,6,0,2.85,Low Value Customers,0,0,0,0,0,0
9460,Graduation,Married,51,22419.0,0,8,0,1.34,Lost Customers,0,0,0,0,0,0
9504,Master,Married,65,81698.0,0,1,0,4.51,Top Customers,0,0,0,0,0,1
8692,Graduation,Married,62,43462.0,2,8,0,2.64,Low Value Customers,0,0,0,0,0,0
448,PhD,Single,36,54880.0,1,5,0,3.5,Medium Value Customer,0,0,0,0,0,0
8314,Graduation,Married,32,79908.0,0,2,0,3.34,Medium Value Customer,0,0,0,0,1,0
8420,Others,Married,44,15315.0,0,5,0,1.69,Low Value Customers,0,0,0,0,0,0
3174,Graduation,Married,55,87771.0,1,6,0,3.3,Medium Value Customer,1,1,0,1,1,1
7685,Graduation,Married,36,33039.0,1,5,0,1.63,Low Value Customers,0,0,0,0,0,0
3179,Graduation,Single,34,81741.0,0,2,0,3.01,Medium Value Customer,0,0,0,0,0,0
9780,Master,Married,43,71499.0,1,4,0,4.58,Top Customers,0,0,0,0,0,0
10681,Others,Married,44,62466.0,1,4,0,4.57,Top Customers,0,0,0,0,0,0
10232,PhD,Divorced,51,48799.0,1,3,0,2.78,Low Value Customers,0,0,0,0,0,0
4184,PhD,Married,64,52157.0,1,4,0,2.16,Low Value Customers,0,0,0,0,0,0
9120,Graduation,Single,52,66565.0,1,8,0,2.97,Low Value Customers,0,0,0,0,0,0
891,Master,Married,63,29298.0,2,5,0,0.44,Lost Customers,0,0,0,0,0,0
10381,Graduation,Single,35,47691.0,1,6,0,0.57,Lost Customers,0,0,0,0,0,0
3525,Graduation,Married,44,38200.0,2,7,0,0.75,Lost Customers,0,0,0,0,0,0
6818,Graduation,Married,40,44989.0,1,6,0,2.82,Low Value Customers,0,0,0,0,0,0
3526,PhD,Married,46,38443.0,2,7,0,0.96,Lost Customers,0,0,0,0,0,0
8181,Others,Single,36,38593.0,1,8,0,2.08,Low Value Customers,0,0,0,0,0,0
1029,PhD,Married,44,64413.0,1,5,0,2.32,Low Value Customers,0,0,0,0,0,0
7369,Master,Married,33,36959.0,1,8,0,1.24,Lost Customers,0,0,0,0,0,0
2574,PhD,Married,37,61996.0,1,5,0,3.73,Medium Value Customer,1,1,0,1,0,1
8159,Graduation,Married,46,51287.0,2,7,0,2.32,Low Value Customers,0,0,0,0,0,0
1160,Graduation,Married,44,13260.0,2,8,0,1.9,Low Value Customers,0,0,0,0,0,0
10242,PhD,Married,48,47472.0,2,5,0,1.6,Lost Customers,0,0,0,0,0,0
5253,Master,Married,58,54603.0,2,7,0,2.37,Low Value Customers,0,0,0,0,0,0
5966,PhD,Married,40,45207.0,2,6,0,2.36,Low Value Customers,0,0,0,1,0,0
5314,Graduation,Married,63,40689.0,1,8,0,3.24,Medium Value Customer,0,0,0,0,0,0
5081,Others,Married,47,47821.0,2,8,0,0.74,Lost Customers,0,0,0,0,0,0
5123,Master,Married,63,27450.0,0,7,0,1.23,Lost Customers,0,0,0,0,0,0
5756,Graduation,Married,31,39453.0,1,6,0,1.18,Lost Customers,0,0,0,0,0,0
8036,Others,Married,43,26850.0,2,4,0,2.32,Low Value Customers,0,0,0,0,0,0
9058,Graduation,Widow,59,79800.0,0,3,0,3.63,Medium Value Customer,1,0,1,0,1,1
5057,Master,Married,53,61794.0,1,2,0,3.2,Medium Value Customer,0,0,0,0,0,0
